rank	source	target	interaction	pearson_r	abs_r	correlation_sign	source_degree	target_degree	core_score	source_annotation	target_annotation
819	Lchi13371	Lchi08727	positive_coexpression	0.95447016	0.95447016	positive	1040	177	409.51108135	ethylene-responsive transcription factor 4-like	LAX3-1
820	Lchi02953	Lchi06686	positive_coexpression	0.96015799	0.96015799	positive	1070	170	409.50485007	homeobox-leucine zipper protein ATHB-13-like isoform X1	desmethyl-yatein O-methyltransferase-like
821	Lchi11320	Lchi28705	positive_coexpression	0.98615354	0.98615354	positive	991	174	409.50196440	transcription factor bHLH63-like	oleosin S1-2
822	Lchi12859	Lchi02750	positive_coexpression	0.98776186	0.98776186	positive	971	177	409.49490358	transcription factor EMB1444-like isoform X2	LRR receptor-like serine/threonine-protein kinase ERECTA
823	Lchi11320	Lchi05599	positive_coexpression	0.98051506	0.98051506	positive	991	176	409.49389335	transcription factor bHLH63-like	protein kinase PINOID 2
824	Lchi06007	Lchi01385	positive_coexpression	0.98289198	0.98289198	positive	1027	169	409.48157544	homeobox-leucine zipper protein HAT2-like	abscisic acid receptor PYR1-like
825	Lchi06007	Lchi24833	positive_coexpression	0.99164015	0.99164015	positive	1027	166	409.44292227	homeobox-leucine zipper protein HAT2-like	kinesin-like protein KIN-14B isoform X1
826	Lchi02551	Lchi19725	positive_coexpression	0.97323483	0.97323483	positive	1035	171	409.43585613	transcription factor bHLH62-like isoform X1	glucose and ribitol dehydrogenase-like
827	Lchi07566	Lchi25245	positive_coexpression	0.96208823	0.96208823	positive	1059	171	409.41234789	LOB domain-containing protein 25-like isoform X3	myosin-binding protein 7-like
828	Lchi09693	Lchi01554	positive_coexpression	0.96838307	0.96838307	positive	1033	173	409.37413577	homeobox-leucine zipper protein ATHB-6-like	aquaporin TIP3-1-like
829	Lchi31297	Lchi19725	positive_coexpression	0.98897856	0.98897856	positive	1002	171	409.37262016	trihelix transcription factor ASIL2	glucose and ribitol dehydrogenase-like
830	Lchi08487	Lchi27397	negative_coexpression	-0.98549819	0.98549819	negative	1021	169	409.36626859	WUSCHEL-related homeobox 9	p-coumarate 3-hydroxylase-like
831	Lchi07566	Lchi14492	positive_coexpression	0.98829001	0.98829001	positive	1059	162	409.34537956	LOB domain-containing protein 25-like isoform X3	histidine-containing phosphotransfer protein 1-like
832	Lchi23901	Lchi08166	positive_coexpression	0.96486533	0.96486533	positive	1111	162	409.33722227	B-box zinc finger protein 20-like	protein ENHANCED DISEASE RESISTANCE 2-like isoform X1
833	Lchi01491	Lchi16689	positive_coexpression	0.98975223	0.98975223	positive	983	174	409.33404956	scarecrow-like protein 27	xyloglucan endotransglucosylase protein 2-like
834	Lchi06007	Lchi11807	positive_coexpression	0.97963214	0.97963214	positive	1027	170	409.32918203	homeobox-leucine zipper protein HAT2-like	pentatricopeptide repeat-containing protein DOT4, chloroplastic-like
835	Lchi22877	Lchi02035	positive_coexpression	0.97298956	0.97298956	positive	1041	170	409.31532562	transcription factor AS1	amino acid permease 3-like
836	Lchi06007	Lchi13097	positive_coexpression	0.98541081	0.98541081	positive	1027	168	409.31455186	homeobox-leucine zipper protein HAT2-like	glycosylinositol phosphorylceramide mannosyl transferase 1-like
837	Lchi08779	Lchi25487	positive_coexpression	0.97765929	0.97765929	positive	1025	171	409.30544236	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	protein MOTHER of FT and TFL1-like protein
838	Lchi02953	Lchi02405	positive_coexpression	0.98922020	0.98922020	positive	1070	160	409.30293258	homeobox-leucine zipper protein ATHB-13-like isoform X1	serine carboxypeptidase-like 45
839	Lchi02551	Lchi25188	positive_coexpression	0.95627731	0.95627731	positive	1035	177	409.29897711	transcription factor bHLH62-like isoform X1	villin-1 isoform X1
840	Lchi02198	Lchi04752	positive_coexpression	0.97615194	0.97615194	positive	1034	170	409.26268750	transcription factor HEC1-like	ABC transporter-like protein
841	Lchi06972	Lchi02035	positive_coexpression	0.96632028	0.96632028	positive	1055	170	409.23407161	transcription factor bHLH149-like	amino acid permease 3-like
842	Lchi18250	Lchi13510	positive_coexpression	0.99512804	0.99512804	positive	1077	157	409.20095773	transcription factor bHLH93	auxin-responsive protein IAA16-like
843	Lchi12859	Lchi05513	positive_coexpression	0.98705071	0.98705071	positive	971	177	409.20008323	transcription factor EMB1444-like isoform X2	methyl-CpG-binding domain-containing protein 11-like isoform X1
844	Lchi06007	Lchi22902	negative_coexpression	-0.98802269	0.98802269	negative	1027	167	409.17621029	homeobox-leucine zipper protein HAT2-like	DNA repair RAD52-like protein 2, chloroplastic
845	Lchi18004	Lchi31555	negative_coexpression	-0.98324317	0.98324317	negative	1001	173	409.16740393	transcription factor bHLH13-like isoform X2	protein CHUP1, chloroplastic-like isoform X1
846	Lchi06972	Lchi04815	positive_coexpression	0.98057878	0.98057878	positive	1055	165	409.11998304	transcription factor bHLH149-like	protein UNUSUAL FLORAL ORGANS-like
847	Lchi01043	Lchi09003	positive_coexpression	0.99578816	0.99578816	positive	959	176	409.10293540	axial regulator YABBY 5-like	allene oxide synthase 1, chloroplastic-like
848	Lchi24373	Lchi09003	positive_coexpression	0.98606569	0.98606569	positive	978	176	409.10200612	protein YABBY 4-like	allene oxide synthase 1, chloroplastic-like
849	Lchi19175	Lchi16235	positive_coexpression	0.97937608	0.97937608	positive	964	181	409.09794423	transcription factor CSA-like	beta-glucosidase 44-like
850	Lchi15589	Lchi06311	positive_coexpression	0.99010873	0.99010873	positive	1067	160	409.09586596	trihelix transcription factor GTL1 isoform X1	S-adenosylmethionine synthase 5
851	Lchi01491	Lchi12025	positive_coexpression	0.98633498	0.98633498	positive	983	175	409.09127658	scarecrow-like protein 27	protein neprosin-like
852	Lchi24373	Lchi02750	positive_coexpression	0.98324627	0.98324627	positive	978	177	409.08953337	protein YABBY 4-like	LRR receptor-like serine/threonine-protein kinase ERECTA
853	Lchi08487	Lchi11374	negative_coexpression	-0.97620010	0.97620010	negative	1021	172	409.08724833	WUSCHEL-related homeobox 9	dehydrin/lea group 2-like protein
854	Lchi15176	Lchi31555	negative_coexpression	-0.98303783	0.98303783	negative	1001	173	409.08195362	transcription factor EGL1-like isoform X1	protein CHUP1, chloroplastic-like isoform X1
855	Lchi18250	Lchi02176	positive_coexpression	0.98545277	0.98545277	positive	1077	160	409.07567679	transcription factor bHLH93	beta-1,3-galactosyltransferase 7-like
856	Lchi02953	Lchi24864	positive_coexpression	0.96195859	0.96195859	positive	1070	169	409.06433674	homeobox-leucine zipper protein ATHB-13-like isoform X1	(S)-coclaurine N-methyltransferase-like isoform X1
857	Lchi22877	Lchi28527	positive_coexpression	0.98399675	0.98399675	positive	1041	166	409.04686904	transcription factor AS1	heavy metal-associated isoprenylated plant protein 9 isoform X1
858	Lchi07566	Lchi11105	negative_coexpression	-0.97852558	0.97852558	negative	1059	165	409.03656757	LOB domain-containing protein 25-like isoform X3	nucleolin 2-like isoform X3
859	Lchi24981	Lchi11642	positive_coexpression	0.97092277	0.97092277	positive	986	180	409.03398779	protein TIFY 6B isoform X2	arogenate dehydrogenase 2, chloroplastic-like
860	Lchi08779	Lchi05990	positive_coexpression	0.96577257	0.96577257	positive	1025	175	409.03062274	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	oleosin Cor a 13-like
861	Lchi12859	Lchi16235	positive_coexpression	0.97566152	0.97566152	positive	971	181	409.02332910	transcription factor EMB1444-like isoform X2	beta-glucosidase 44-like
862	Lchi07566	Lchi22690	positive_coexpression	0.98751175	0.98751175	positive	1059	162	409.02302769	LOB domain-containing protein 25-like isoform X3	abscisic stress-ripening protein 2-like
863	Lchi13937	Lchi27397	negative_coexpression	-0.98034781	0.98034781	negative	1030	169	409.01774277	B3 domain-containing protein Os03g0212300-like	p-coumarate 3-hydroxylase-like
864	Lchi08814	Lchi14169	positive_coexpression	0.97370100	0.97370100	positive	1014	174	408.99614791	heat stress transcription factor C-1b-like	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
865	Lchi25021	Lchi17615	positive_coexpression	0.97698361	0.97698361	positive	990	177	408.97005366	heat stress transcription factor A-2b-like	zinc finger CCCH domain-containing protein 53-like isoform X2
866	Lchi05992	Lchi05513	positive_coexpression	0.96197665	0.96197665	positive	1021	177	408.94418282	ethylene-responsive transcription factor 2-like	methyl-CpG-binding domain-containing protein 11-like isoform X1
867	Lchi18250	Lchi07737	positive_coexpression	0.99446648	0.99446648	positive	1077	157	408.92892139	transcription factor bHLH93	phenylalanine N-monooxygenase-like
868	Lchi07566	Lchi26947	positive_coexpression	0.99651700	0.99651700	positive	1059	159	408.91331677	LOB domain-containing protein 25-like isoform X3	alcohol dehydrogenase 1-like isoform X1
869	Lchi13937	Lchi06352	negative_coexpression	-0.98296988	0.98296988	negative	1030	168	408.89656638	B3 domain-containing protein Os03g0212300-like	polygalacturonase At1g48100
870	Lchi09693	Lchi25245	positive_coexpression	0.97288913	0.97288913	positive	1033	171	408.89478067	homeobox-leucine zipper protein ATHB-6-like	myosin-binding protein 7-like
871	Lchi09693	Lchi22140	positive_coexpression	0.98741680	0.98741680	positive	1033	166	408.88833116	homeobox-leucine zipper protein ATHB-6-like	ABC transporter G family member 8-like
872	Lchi07566	Lchi13821	negative_coexpression	-0.98414981	0.98414981	negative	1059	163	408.88671025	LOB domain-containing protein 25-like isoform X3	protein FLX-like 2
873	Lchi01491	Lchi17615	positive_coexpression	0.98024625	0.98024625	positive	983	177	408.88255491	scarecrow-like protein 27	zinc finger CCCH domain-containing protein 53-like isoform X2
874	Lchi12859	Lchi17443	positive_coexpression	0.97530699	0.97530699	positive	971	181	408.87470067	transcription factor EMB1444-like isoform X2	plant/F18G18-20 protein
875	Lchi09693	Lchi09565	positive_coexpression	0.99338561	0.99338561	positive	1033	164	408.87442782	homeobox-leucine zipper protein ATHB-6-like	CBL-interacting serine/threonine-protein kinase 6
876	Lchi08487	Lchi28705	negative_coexpression	-0.97006762	0.97006762	negative	1021	174	408.87400818	WUSCHEL-related homeobox 9	oleosin S1-2
877	Lchi18004	Lchi00354	positive_coexpression	0.97970569	0.97970569	positive	1001	174	408.87192718	transcription factor bHLH13-like isoform X2	stress-related protein-like
878	Lchi13937	Lchi12998	negative_coexpression	-0.97708887	0.97708887	negative	1030	170	408.86236773	B3 domain-containing protein Os03g0212300-like	putative disease resistance protein At5g47280
879	Lchi18004	Lchi11647	positive_coexpression	0.99110240	0.99110240	positive	1001	170	408.84625804	transcription factor bHLH13-like isoform X2	ketol-acid reductoisomerase, chloroplastic-like
880	Lchi00158	Lchi26693	positive_coexpression	0.96314830	0.96314830	positive	1018	177	408.84028711	transcription factor bHLH147	zinc-finger homeodomain protein 1-like
881	Lchi09693	Lchi01000	positive_coexpression	0.97561061	0.97561061	positive	1033	170	408.83788805	homeobox-leucine zipper protein ATHB-6-like	V-type proton ATPase subunit B 2 isoform X1
882	Lchi18250	Lchi22953	positive_coexpression	0.95259219	0.95259219	positive	1077	171	408.80191674	transcription factor bHLH93	aspartyl protease family protein 2
883	Lchi00158	Lchi07558	positive_coexpression	0.97977954	0.97977954	positive	1018	171	408.79004425	transcription factor bHLH147	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
884	Lchi23901	Lchi11105	negative_coexpression	-0.95474482	0.95474482	negative	1111	165	408.77686850	B-box zinc finger protein 20-like	nucleolin 2-like isoform X3
885	Lchi09693	Lchi25757	positive_coexpression	0.98417634	0.98417634	positive	1033	167	408.77216625	homeobox-leucine zipper protein ATHB-6-like	cytochrome P450 71A1-like
886	Lchi08779	Lchi28090	positive_coexpression	0.98212153	0.98212153	positive	1025	169	408.76200124	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	protein P21-like protein
887	Lchi13937	Lchi16689	negative_coexpression	-0.96553534	0.96553534	negative	1030	174	408.75343066	B3 domain-containing protein Os03g0212300-like	xyloglucan endotransglucosylase protein 2-like
888	Lchi02551	Lchi12998	positive_coexpression	0.97445315	0.97445315	positive	1035	170	408.74796118	transcription factor bHLH62-like isoform X1	putative disease resistance protein At5g47280
889	Lchi09693	Lchi16999	positive_coexpression	0.98700929	0.98700929	positive	1033	166	408.71958167	homeobox-leucine zipper protein ATHB-6-like	probable polygalacturonase
890	Lchi31297	Lchi11642	positive_coexpression	0.96237421	0.96237421	positive	1002	180	408.70889481	trihelix transcription factor ASIL2	arogenate dehydrogenase 2, chloroplastic-like
891	Lchi24373	Lchi05599	positive_coexpression	0.98509210	0.98509210	positive	978	176	408.69808006	protein YABBY 4-like	protein kinase PINOID 2
892	Lchi09693	Lchi03143	positive_coexpression	0.96677381	0.96677381	positive	1033	173	408.69383740	homeobox-leucine zipper protein ATHB-6-like	scopoletin glucosyltransferase-like
893	Lchi22404	Lchi11711	negative_coexpression	-0.93986499	0.93986499	negative	1212	156	408.67595062	nuclear transcription factor Y subunit A-1-like isoform X2	rac-like GTP-binding protein 5
894	Lchi06007	Lchi14169	positive_coexpression	0.96669245	0.96669245	positive	1027	174	408.64686607	homeobox-leucine zipper protein HAT2-like	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
895	Lchi20729	Lchi16235	positive_coexpression	0.96386510	0.96386510	positive	993	181	408.62992424	transcription factor PIF4-like isoform X2	beta-glucosidase 44-like
896	Lchi23901	Lchi13353	positive_coexpression	0.97531080	0.97531080	positive	1111	158	408.62845565	B-box zinc finger protein 20-like	auxin-responsive protein IAA14-like
897	Lchi13371	Lchi04752	positive_coexpression	0.97182089	0.97182089	positive	1040	170	408.62728361	ethylene-responsive transcription factor 4-like	ABC transporter-like protein
898	Lchi06972	Lchi27919	positive_coexpression	0.97643465	0.97643465	positive	1055	166	408.62361006	transcription factor bHLH149-like	non-functional NADPH-dependent codeinone reductase 2-like isoform X1
899	Lchi06972	Lchi05990	positive_coexpression	0.95095211	0.95095211	positive	1055	175	408.60521063	transcription factor bHLH149-like	oleosin Cor a 13-like
900	Lchi07566	Lchi01370	positive_coexpression	0.96297950	0.96297950	positive	1059	170	408.59164580	LOB domain-containing protein 25-like isoform X3	late embryogenesis abundant protein 6
901	Lchi24373	Lchi26693	positive_coexpression	0.98204958	0.98204958	positive	978	177	408.59163842	protein YABBY 4-like	zinc-finger homeodomain protein 1-like
902	Lchi15176	Lchi12025	positive_coexpression	0.97619617	0.97619617	positive	1001	175	408.57629180	transcription factor EGL1-like isoform X1	protein neprosin-like
903	Lchi18004	Lchi28090	positive_coexpression	0.99336755	0.99336755	positive	1001	169	408.57365526	transcription factor bHLH13-like isoform X2	protein P21-like protein
904	Lchi31297	Lchi25188	positive_coexpression	0.97016650	0.97016650	positive	1002	177	408.57027625	trihelix transcription factor ASIL2	villin-1 isoform X1
905	Lchi15176	Lchi07558	positive_coexpression	0.98750907	0.98750907	positive	1001	171	408.56032200	transcription factor EGL1-like isoform X1	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
906	Lchi11320	Lchi17615	positive_coexpression	0.97551113	0.97551113	positive	991	177	408.55985360	transcription factor bHLH63-like	zinc finger CCCH domain-containing protein 53-like isoform X2
907	Lchi24981	Lchi25772	positive_coexpression	0.97248638	0.97248638	positive	986	179	408.55309096	protein TIFY 6B isoform X2	cysteine proteinase inhibitor 5-like
908	Lchi18004	Lchi26693	positive_coexpression	0.97060812	0.97060812	positive	1001	177	408.55223642	transcription factor bHLH13-like isoform X2	zinc-finger homeodomain protein 1-like
909	Lchi25021	Lchi06116	positive_coexpression	0.99006617	0.99006617	positive	990	172	408.55077806	heat stress transcription factor A-2b-like	probable galactinol--sucrose galactosyltransferase 2 isoform X1
910	Lchi07566	Lchi16689	positive_coexpression	0.95172858	0.95172858	positive	1059	174	408.54106376	LOB domain-containing protein 25-like isoform X3	xyloglucan endotransglucosylase protein 2-like
911	Lchi18250	Lchi19388	positive_coexpression	0.96913195	0.96913195	positive	1077	165	408.53826034	transcription factor bHLH93	L-type lectin-domain containing receptor kinase VIII.1
912	Lchi09693	Lchi11807	positive_coexpression	0.97485739	0.97485739	positive	1033	170	408.52224483	homeobox-leucine zipper protein ATHB-6-like	pentatricopeptide repeat-containing protein DOT4, chloroplastic-like
913	Lchi24981	Lchi16615	positive_coexpression	0.98911828	0.98911828	positive	986	173	408.51662682	protein TIFY 6B isoform X2	germin-like protein 5-1
914	Lchi08814	Lchi28705	positive_coexpression	0.97251749	0.97251749	positive	1014	174	408.49902299	heat stress transcription factor C-1b-like	oleosin S1-2
915	Lchi06007	Lchi25294	positive_coexpression	0.98638630	0.98638630	positive	1027	167	408.49852154	homeobox-leucine zipper protein HAT2-like	subtilisin-like protease SBT1.8
916	Lchi15176	Lchi02104	negative_coexpression	-0.98447281	0.98447281	negative	1001	172	408.49334739	transcription factor EGL1-like isoform X1	bidirectional sugar transporter SWEET1
917	Lchi06060	Lchi28705	positive_coexpression	0.96960980	0.96960980	positive	1020	174	408.48085487	squamosa promoter-binding-like protein 7	oleosin S1-2
918	Lchi09693	Lchi14598	negative_coexpression	-0.97761190	0.97761190	negative	1033	169	408.46983737	homeobox-leucine zipper protein ATHB-6-like	pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like isoform X2
919	Lchi07566	Lchi04049	positive_coexpression	0.99231309	0.99231309	positive	1059	160	408.46673293	LOB domain-containing protein 25-like isoform X3	major latex protein 146-like
920	Lchi18004	Lchi07558	positive_coexpression	0.98728156	0.98728156	positive	1001	171	408.46619470	transcription factor bHLH13-like isoform X2	leucine-rich repeat receptor-like serine/threonine-protein kinase RGI4
921	Lchi08814	Lchi16615	positive_coexpression	0.97520232	0.97520232	positive	1014	173	408.44798215	heat stress transcription factor C-1b-like	germin-like protein 5-1
922	Lchi13937	Lchi22140	negative_coexpression	-0.98777539	0.98777539	negative	1030	166	408.44243634	B3 domain-containing protein Os03g0212300-like	ABC transporter G family member 8-like
923	Lchi24373	Lchi01554	positive_coexpression	0.99296081	0.99296081	positive	978	173	408.43653873	protein YABBY 4-like	aquaporin TIP3-1-like
924	Lchi09693	Lchi18761	positive_coexpression	0.97751158	0.97751158	positive	1033	169	408.42792126	homeobox-leucine zipper protein ATHB-6-like	deSI-like protein At4g17486
925	Lchi02953	Lchi09565	positive_coexpression	0.97497904	0.97497904	positive	1070	164	408.42196667	homeobox-leucine zipper protein ATHB-13-like isoform X1	CBL-interacting serine/threonine-protein kinase 6
926	Lchi09693	Lchi19725	positive_coexpression	0.97170794	0.97170794	positive	1033	171	408.39833928	homeobox-leucine zipper protein ATHB-6-like	glucose and ribitol dehydrogenase-like
927	Lchi00158	Lchi04752	positive_coexpression	0.98170501	0.98170501	positive	1018	170	408.39400387	transcription factor bHLH147	ABC transporter-like protein
928	Lchi06972	Lchi28090	positive_coexpression	0.96712554	0.96712554	positive	1055	169	408.36868769	transcription factor bHLH149-like	protein P21-like protein
929	Lchi02551	Lchi02035	positive_coexpression	0.97352493	0.97352493	positive	1035	170	408.35860635	transcription factor bHLH62-like isoform X1	amino acid permease 3-like
930	Lchi08779	Lchi27397	positive_coexpression	0.98114038	0.98114038	positive	1025	169	408.35364359	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	p-coumarate 3-hydroxylase-like
931	Lchi14874	Lchi16689	negative_coexpression	-0.90932238	0.90932238	negative	1159	174	408.35156286	nuclear transcription factor Y subunit A-10-like isoform X2	xyloglucan endotransglucosylase protein 2-like
932	Lchi01491	Lchi25188	positive_coexpression	0.97894359	0.97894359	positive	983	177	408.33918639	scarecrow-like protein 27	villin-1 isoform X1
933	Lchi23901	Lchi11629	positive_coexpression	0.98400134	0.98400134	positive	1111	155	408.33684454	B-box zinc finger protein 20-like	protein SCAR3-like isoform X2
934	Lchi01491	Lchi03143	positive_coexpression	0.99018407	0.99018407	positive	983	173	408.33419049	scarecrow-like protein 27	scopoletin glucosyltransferase-like
935	Lchi22877	Lchi01385	positive_coexpression	0.97348529	0.97348529	positive	1041	169	408.31760984	transcription factor AS1	abscisic acid receptor PYR1-like
936	Lchi02551	Lchi11642	positive_coexpression	0.94598067	0.94598067	positive	1035	180	408.30875259	transcription factor bHLH62-like isoform X1	arogenate dehydrogenase 2, chloroplastic-like
937	Lchi23901	Lchi26173	positive_coexpression	0.96242166	0.96242166	positive	1111	162	408.30051273	B-box zinc finger protein 20-like	mitochondrial metalloendopeptidase OMA1
938	Lchi13937	Lchi02670	negative_coexpression	-0.98742676	0.98742676	negative	1030	166	408.29827878	B3 domain-containing protein Os03g0212300-like	peroxisomal (S)-2-hydroxyacid oxidase GLO4-like isoform X1
939	Lchi06007	Lchi11589	positive_coexpression	0.97145677	0.97145677	positive	1027	172	408.29393095	homeobox-leucine zipper protein HAT2-like	ribonuclease 3-like
940	Lchi02953	Lchi26496	positive_coexpression	0.96295428	0.96295428	positive	1070	168	408.27444537	homeobox-leucine zipper protein ATHB-13-like isoform X1	late embryogenisis abundant protein 4
941	Lchi24373	Lchi05513	positive_coexpression	0.98126340	0.98126340	positive	978	177	408.26454030	protein YABBY 4-like	methyl-CpG-binding domain-containing protein 11-like isoform X1
942	Lchi09693	Lchi12819	positive_coexpression	0.99188679	0.99188679	positive	1033	164	408.25751817	homeobox-leucine zipper protein ATHB-6-like	E3 ubiquitin-protein ligase RDUF1-like
943	Lchi02877	Lchi02750	negative_coexpression	-0.98123538	0.98123538	negative	978	177	408.25288229	protein SHORT ROOT IN SALT MEDIUM 1 isoform X2	LRR receptor-like serine/threonine-protein kinase ERECTA
944	Lchi15589	Lchi11642	positive_coexpression	0.93152219	0.93152219	positive	1067	180	408.23634501	trihelix transcription factor GTL1 isoform X1	arogenate dehydrogenase 2, chloroplastic-like
945	Lchi02953	Lchi14598	negative_coexpression	-0.95999372	0.95999372	negative	1070	169	408.22879324	homeobox-leucine zipper protein ATHB-13-like isoform X1	pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like isoform X2
946	Lchi23901	Lchi17053	positive_coexpression	0.95635420	0.95635420	positive	1111	164	408.22323781	B-box zinc finger protein 20-like	jasmonoyl--L-amino acid synthetase JAR4-like
947	Lchi15176	Lchi11589	positive_coexpression	0.98375851	0.98375851	positive	1001	172	408.19695850	transcription factor EGL1-like isoform X1	ribonuclease 3-like
948	Lchi31297	Lchi11647	positive_coexpression	0.98902845	0.98902845	positive	1002	170	408.19445980	trihelix transcription factor ASIL2	ketol-acid reductoisomerase, chloroplastic-like
949	Lchi13937	Lchi25757	negative_coexpression	-0.98420674	0.98420674	negative	1030	167	408.19077236	B3 domain-containing protein Os03g0212300-like	cytochrome P450 71A1-like
950	Lchi00158	Lchi07386	positive_coexpression	0.96434462	0.96434462	positive	1018	176	408.19011640	transcription factor bHLH147	potassium transporter 2
951	Lchi18250	Lchi17239	positive_coexpression	0.98948735	0.98948735	positive	1077	158	408.17522565	transcription factor bHLH93	non-symbiotic hemoglobin 2
952	Lchi23901	Lchi01404	positive_coexpression	0.97421879	0.97421879	positive	1111	158	408.17093343	B-box zinc finger protein 20-like	leucine carboxyl methyltransferase 1 homolog isoform X4
953	Lchi11320	Lchi08727	positive_coexpression	0.97457981	0.97457981	positive	991	177	408.16980170	transcription factor bHLH63-like	LAX3-1
954	Lchi20729	Lchi05513	positive_coexpression	0.97359121	0.97359121	positive	993	177	408.16701152	transcription factor PIF4-like isoform X2	methyl-CpG-binding domain-containing protein 11-like isoform X1
955	Lchi13937	Lchi27919	negative_coexpression	-0.98710358	0.98710358	negative	1030	166	408.16464473	B3 domain-containing protein Os03g0212300-like	non-functional NADPH-dependent codeinone reductase 2-like isoform X1
956	Lchi01043	Lchi26693	positive_coexpression	0.99067765	0.99067765	positive	959	177	408.15798952	axial regulator YABBY 5-like	zinc-finger homeodomain protein 1-like
957	Lchi07566	Lchi22934	positive_coexpression	0.96766603	0.96766603	positive	1059	168	408.15781494	LOB domain-containing protein 25-like isoform X3	seipin-1
958	Lchi08779	Lchi17921	positive_coexpression	0.96641576	0.96641576	positive	1025	174	408.13191834	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	probable polygalacturonase
959	Lchi06007	Lchi02035	positive_coexpression	0.97671652	0.97671652	positive	1027	170	408.11092029	homeobox-leucine zipper protein HAT2-like	amino acid permease 3-like
960	Lchi13937	Lchi14598	positive_coexpression	0.97816503	0.97816503	positive	1030	169	408.10704991	B3 domain-containing protein Os03g0212300-like	pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like isoform X2
961	Lchi09693	Lchi15600	positive_coexpression	0.97953176	0.97953176	positive	1033	168	408.05934075	homeobox-leucine zipper protein ATHB-6-like	actin-101
962	Lchi02953	Lchi10644	positive_coexpression	0.98308146	0.98308146	positive	1070	161	408.03210202	homeobox-leucine zipper protein ATHB-13-like isoform X1	GDSL esterase/lipase At3g26430-like
963	Lchi09693	Lchi16689	positive_coexpression	0.96239424	0.96239424	positive	1033	174	408.01656937	homeobox-leucine zipper protein ATHB-6-like	xyloglucan endotransglucosylase protein 2-like
964	Lchi22877	Lchi04815	positive_coexpression	0.98447400	0.98447400	positive	1041	165	408.01073309	transcription factor AS1	protein UNUSUAL FLORAL ORGANS-like
965	Lchi15589	Lchi08727	positive_coexpression	0.93884748	0.93884748	positive	1067	177	408.00349921	trihelix transcription factor GTL1 isoform X1	LAX3-1
966	Lchi08487	Lchi08727	negative_coexpression	-0.95975745	0.95975745	negative	1021	177	408.00078266	WUSCHEL-related homeobox 9	LAX3-1
967	Lchi01491	Lchi06116	positive_coexpression	0.99220318	0.99220318	positive	983	172	407.98255835	scarecrow-like protein 27	probable galactinol--sucrose galactosyltransferase 2 isoform X1
968	Lchi02953	Lchi01370	positive_coexpression	0.95656437	0.95656437	positive	1070	170	407.97218062	homeobox-leucine zipper protein ATHB-13-like isoform X1	late embryogenesis abundant protein 6
969	Lchi02551	Lchi15600	positive_coexpression	0.97831446	0.97831446	positive	1035	168	407.94657233	transcription factor bHLH62-like isoform X1	actin-101
970	Lchi23901	Lchi04049	positive_coexpression	0.96757525	0.96757525	positive	1111	160	407.94514756	B-box zinc finger protein 20-like	major latex protein 146-like
971	Lchi08779	Lchi28527	positive_coexpression	0.98896468	0.98896468	positive	1025	166	407.94043827	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	heavy metal-associated isoprenylated plant protein 9 isoform X1
972	Lchi02953	Lchi04059	positive_coexpression	0.97381711	0.97381711	positive	1070	164	407.93523032	homeobox-leucine zipper protein ATHB-13-like isoform X1	protein DETOXIFICATION 49-like
973	Lchi07566	Lchi11397	positive_coexpression	0.99098307	0.99098307	positive	1059	160	407.91925560	LOB domain-containing protein 25-like isoform X3	lysM domain receptor-like kinase 3
974	Lchi13937	Lchi18761	negative_coexpression	-0.97770566	0.97770566	negative	1030	169	407.91539295	B3 domain-containing protein Os03g0212300-like	deSI-like protein At4g17486
975	Lchi24981	Lchi14169	positive_coexpression	0.98481101	0.98481101	positive	986	174	407.91152593	protein TIFY 6B isoform X2	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
976	Lchi18250	Lchi13532	positive_coexpression	0.99196285	0.99196285	positive	1077	157	407.89941790	transcription factor bHLH93	DJ-1 protein homolog E-like
977	Lchi08487	Lchi19388	negative_coexpression	-0.99376714	0.99376714	negative	1021	165	407.88663511	WUSCHEL-related homeobox 9	L-type lectin-domain containing receptor kinase VIII.1
978	Lchi15589	Lchi06352	positive_coexpression	0.96333545	0.96333545	positive	1067	168	407.86307845	trihelix transcription factor GTL1 isoform X1	polygalacturonase At1g48100
979	Lchi23901	Lchi15602	positive_coexpression	0.97960597	0.97960597	positive	1111	156	407.82209549	B-box zinc finger protein 20-like	actin-101
980	Lchi06007	Lchi05688	positive_coexpression	0.98769355	0.98769355	positive	1027	166	407.81339220	homeobox-leucine zipper protein HAT2-like	serine/threonine-protein kinase STY13-like isoform X3
