Orthogroup	C_lanceolata_gene	P_abies_gene	C_lanceolata_orthofinder_id	P_abies_orthofinder_id
OG0006633	CULA05G52990	MA_16407g0010	Cula__CULA05G52990	Pa__MA_16407g0010
OG0006646	CULA10G16700	MA_10141632g0010	Cula__CULA10G16700	Pa__MA_10141632g0010
OG0006648	CULA01G41740	MA_10430013g0010	Cula__CULA01G41740	Pa__MA_10430013g0010
OG0006651	CULA05G30420	MA_10432161g0010	Cula__CULA05G30420	Pa__MA_10432161g0010
OG0006652	CULA07G39800	MA_10435581g0010	Cula__CULA07G39800	Pa__MA_10435581g0010
OG0006657	CULA06G30880	MA_7933g0010	Cula__CULA06G30880	Pa__MA_7933g0010
OG0006669	CULA01G11680	MA_73095g0010	Cula__CULA01G11680	Pa__MA_73095g0010
OG0006670	CULA07G47900	MA_222410g0010	Cula__CULA07G47900	Pa__MA_222410g0010
OG0006675	CULA02G42140	MA_10435000g0010	Cula__CULA02G42140	Pa__MA_10435000g0010
OG0006681	CULA11G13200	MA_25801g0010	Cula__CULA11G13200	Pa__MA_25801g0010
OG0006682	CULA03G07790	MA_107505g0010	Cula__CULA03G07790	Pa__MA_107505g0010
OG0006688	CULA10G13600	MA_10429917g0020	Cula__CULA10G13600	Pa__MA_10429917g0020
OG0006689	CULA03G54920	MA_7637652g0010	Cula__CULA03G54920	Pa__MA_7637652g0010
OG0006707	CULA03G59020	MA_10574g0010	Cula__CULA03G59020	Pa__MA_10574g0010
OG0006709	CULA01G15060	MA_10427786g0010	Cula__CULA01G15060	Pa__MA_10427786g0010
OG0006711	CULA10G28240	MA_962403g0010	Cula__CULA10G28240	Pa__MA_962403g0010
OG0006713	CULA03G05710	MA_10436845g0010	Cula__CULA03G05710	Pa__MA_10436845g0010
OG0006734	CULA02G41880	MA_86400g0010	Cula__CULA02G41880	Pa__MA_86400g0010
OG0006738	CULA10G39420	MA_8628986g0010	Cula__CULA10G39420	Pa__MA_8628986g0010
OG0006740	CULA01G09300	MA_10426178g0010	Cula__CULA01G09300	Pa__MA_10426178g0010
OG0006742	CULA08G36130	MA_933431g0010	Cula__CULA08G36130	Pa__MA_933431g0010
OG0006744	CULA09G33430	MA_83406g0010	Cula__CULA09G33430	Pa__MA_83406g0010
OG0006750	CULA02G00460	MA_21175g0010	Cula__CULA02G00460	Pa__MA_21175g0010
OG0006755	CULA03G30820	MA_81306g0020	Cula__CULA03G30820	Pa__MA_81306g0020
OG0006761	CULA02G36730	MA_39312g0010	Cula__CULA02G36730	Pa__MA_39312g0010
OG0006767	CULA02G41820	MA_19406g0010	Cula__CULA02G41820	Pa__MA_19406g0010
OG0006768	CULA11G32530	MA_134242g0010	Cula__CULA11G32530	Pa__MA_134242g0010
OG0006772	CULA11G22810	MA_9061039g0010	Cula__CULA11G22810	Pa__MA_9061039g0010
OG0006778	CULA01G59470	MA_8874g0010	Cula__CULA01G59470	Pa__MA_8874g0010
OG0006788	CULA07G14930	MA_137324g0010	Cula__CULA07G14930	Pa__MA_137324g0010
OG0006789	CULA08G40010	MA_860250g0010	Cula__CULA08G40010	Pa__MA_860250g0010
OG0006792	CULA09G06750	MA_5608g0010	Cula__CULA09G06750	Pa__MA_5608g0010
OG0006794	CULA02G29370	MA_10282830g0010	Cula__CULA02G29370	Pa__MA_10282830g0010
OG0006801	CULA03G79290	MA_10042785g0010	Cula__CULA03G79290	Pa__MA_10042785g0010
OG0006806	CULA03G33390	MA_165748g0020	Cula__CULA03G33390	Pa__MA_165748g0020
OG0006811	CULA07G28910	MA_10427630g0010	Cula__CULA07G28910	Pa__MA_10427630g0010
OG0006812	CULA11G02320	MA_23360g0010	Cula__CULA11G02320	Pa__MA_23360g0010
OG0006814	CULA11G11100	MA_169091g0010	Cula__CULA11G11100	Pa__MA_169091g0010
OG0006817	CULA03G72900	MA_134613g0010	Cula__CULA03G72900	Pa__MA_134613g0010
OG0006822	CULA06G20770	MA_93674g0010	Cula__CULA06G20770	Pa__MA_93674g0010
OG0006825	CULA02G71330	MA_76415g0010	Cula__CULA02G71330	Pa__MA_76415g0010
OG0006826	CULA05G52720	MA_220296g0010	Cula__CULA05G52720	Pa__MA_220296g0010
OG0006832	CULA01G25490	MA_10430925g0010	Cula__CULA01G25490	Pa__MA_10430925g0010
OG0006834	CULA06G01980	MA_10434838g0010	Cula__CULA06G01980	Pa__MA_10434838g0010
OG0006836	CULA01G45770	MA_7611249g0010	Cula__CULA01G45770	Pa__MA_7611249g0010
OG0006838	CULA02G72060	MA_10429932g0010	Cula__CULA02G72060	Pa__MA_10429932g0010
OG0006839	CULA02G15070	MA_10225964g0010	Cula__CULA02G15070	Pa__MA_10225964g0010
OG0006848	CULA05G35490	MA_943731g0010	Cula__CULA05G35490	Pa__MA_943731g0010
OG0006853	CULA07G14280	MA_10432164g0010	Cula__CULA07G14280	Pa__MA_10432164g0010
OG0006854	CULA08G03780	MA_124485g0010	Cula__CULA08G03780	Pa__MA_124485g0010
OG0006856	CULA03G21750	MA_10433879g0010	Cula__CULA03G21750	Pa__MA_10433879g0010
OG0006857	CULA03G31650	MA_635g0010	Cula__CULA03G31650	Pa__MA_635g0010
OG0006858	CULA08G23920	MA_10430291g0010	Cula__CULA08G23920	Pa__MA_10430291g0010
OG0006861	CULA05G54310	MA_10426842g0010	Cula__CULA05G54310	Pa__MA_10426842g0010
OG0006864	CULA08G06000	MA_215881g0010	Cula__CULA08G06000	Pa__MA_215881g0010
OG0006870	CULA06G40270	MA_64432g0010	Cula__CULA06G40270	Pa__MA_64432g0010
OG0006873	CULASca42990.1	MA_9411466g0010	Cula__CULASca42990.1	Pa__MA_9411466g0010
OG0006876	CULA05G25810	MA_758054g0010	Cula__CULA05G25810	Pa__MA_758054g0010
OG0006881	CULA01G87050	MA_9952302g0010	Cula__CULA01G87050	Pa__MA_9952302g0010
OG0006889	CULA05G21620	MA_13697g0010	Cula__CULA05G21620	Pa__MA_13697g0010
OG0006891	CULA03G74480	MA_10427000g0010	Cula__CULA03G74480	Pa__MA_10427000g0010
OG0006893	CULA05G11840	MA_10434705g0010	Cula__CULA05G11840	Pa__MA_10434705g0010
OG0006894	CULA03G24680	MA_10430547g0020	Cula__CULA03G24680	Pa__MA_10430547g0020
OG0006910	CULA11G20140	MA_7111g0020	Cula__CULA11G20140	Pa__MA_7111g0020
OG0006912	CULA09G33510	MA_51206g0010	Cula__CULA09G33510	Pa__MA_51206g0010
OG0006913	CULA02G34180	MA_202598g0010	Cula__CULA02G34180	Pa__MA_202598g0010
OG0006916	CULA05G19640	MA_140585g0010	Cula__CULA05G19640	Pa__MA_140585g0010
OG0006920	CULA02G06910	MA_10428694g0010	Cula__CULA02G06910	Pa__MA_10428694g0010
OG0006922	CULA09G40380	MA_10434267g0010	Cula__CULA09G40380	Pa__MA_10434267g0010
OG0006926	CULA01G29890	MA_17349g0010	Cula__CULA01G29890	Pa__MA_17349g0010
OG0006930	CULA05G24900	MA_10435837g0010	Cula__CULA05G24900	Pa__MA_10435837g0010
OG0006932	CULA04G37740	MA_10435202g0010	Cula__CULA04G37740	Pa__MA_10435202g0010
OG0006933	CULA10G07770	MA_10435203g0010	Cula__CULA10G07770	Pa__MA_10435203g0010
OG0006935	CULA08G22740	MA_369030g0010	Cula__CULA08G22740	Pa__MA_369030g0010
OG0006936	CULA11G20520	MA_158585g0010	Cula__CULA11G20520	Pa__MA_158585g0010
OG0006944	CULA09G34900	MA_282368g0010	Cula__CULA09G34900	Pa__MA_282368g0010
OG0006945	CULA03G80620	MA_10287751g0010	Cula__CULA03G80620	Pa__MA_10287751g0010
OG0006949	CULA02G39000	MA_91294g0020	Cula__CULA02G39000	Pa__MA_91294g0020
OG0006952	CULA07G32860	MA_10429272g0010	Cula__CULA07G32860	Pa__MA_10429272g0010
OG0006960	CULA04G51560	MA_10436892g0010	Cula__CULA04G51560	Pa__MA_10436892g0010
OG0006965	CULA01G54580	MA_10429370g0010	Cula__CULA01G54580	Pa__MA_10429370g0010
OG0006969	CULA07G00080	MA_10436346g0010	Cula__CULA07G00080	Pa__MA_10436346g0010
OG0006973	CULA01G88360	MA_10431944g0010	Cula__CULA01G88360	Pa__MA_10431944g0010
OG0006974	CULA04G01280	MA_10426186g0010	Cula__CULA04G01280	Pa__MA_10426186g0010
OG0006976	CULA03G11860	MA_10435259g0010	Cula__CULA03G11860	Pa__MA_10435259g0010
OG0006977	CULA07G36360	MA_10436335g0010	Cula__CULA07G36360	Pa__MA_10436335g0010
OG0006978	CULA07G44770	MA_74756g0010	Cula__CULA07G44770	Pa__MA_74756g0010
OG0006979	CULA07G14080	MA_775331g0010	Cula__CULA07G14080	Pa__MA_775331g0010
OG0006983	CULA09G46120	MA_101113g0020	Cula__CULA09G46120	Pa__MA_101113g0020
OG0006984	CULA05G23800	MA_59246g0010	Cula__CULA05G23800	Pa__MA_59246g0010
OG0006985	CULA02G22370	MA_10436868g0010	Cula__CULA02G22370	Pa__MA_10436868g0010
OG0006988	CULA10G42080	MA_10429995g0010	Cula__CULA10G42080	Pa__MA_10429995g0010
OG0006991	CULA09G38090	MA_9978g0010	Cula__CULA09G38090	Pa__MA_9978g0010
OG0006994	CULA06G12970	MA_94789g0010	Cula__CULA06G12970	Pa__MA_94789g0010
OG0006997	CULA02G08140	MA_73497g0010	Cula__CULA02G08140	Pa__MA_73497g0010
OG0007007	CULA04G36010	MA_10281691g0010	Cula__CULA04G36010	Pa__MA_10281691g0010
OG0007009	CULA03G69710	MA_10426845g0010	Cula__CULA03G69710	Pa__MA_10426845g0010
OG0007011	CULA01G30850	MA_130401g0010	Cula__CULA01G30850	Pa__MA_130401g0010
OG0007013	CULA11G31340	MA_9999470g0010	Cula__CULA11G31340	Pa__MA_9999470g0010
OG0007014	CULA03G77830	MA_9452125g0010	Cula__CULA03G77830	Pa__MA_9452125g0010
OG0007016	CULA05G16670	MA_66083g0010	Cula__CULA05G16670	Pa__MA_66083g0010
OG0007021	CULA10G42240	MA_6335g0010	Cula__CULA10G42240	Pa__MA_6335g0010
OG0007026	CULA08G47780	MA_626674g0010	Cula__CULA08G47780	Pa__MA_626674g0010
OG0007028	CULA08G24410	MA_12327g0010	Cula__CULA08G24410	Pa__MA_12327g0010
OG0007031	CULASca37170.1	MA_236980g0010	Cula__CULASca37170.1	Pa__MA_236980g0010
OG0007033	CULA01G02660	MA_962683g0010	Cula__CULA01G02660	Pa__MA_962683g0010
OG0007037	CULA09G28740	MA_10434272g0010	Cula__CULA09G28740	Pa__MA_10434272g0010
OG0007043	CULA03G53170	MA_8902028g0010	Cula__CULA03G53170	Pa__MA_8902028g0010
OG0007044	CULA01G63230	MA_20565g0010	Cula__CULA01G63230	Pa__MA_20565g0010
OG0007045	CULA09G13010	MA_10434132g0020	Cula__CULA09G13010	Pa__MA_10434132g0020
OG0007051	CULA08G18830	MA_8987660g0010	Cula__CULA08G18830	Pa__MA_8987660g0010
OG0007052	CULA07G08200	MA_10436837g0010	Cula__CULA07G08200	Pa__MA_10436837g0010
OG0007057	CULA09G26510	MA_487257g0010	Cula__CULA09G26510	Pa__MA_487257g0010
OG0007063	CULA03G46820	MA_10436996g0010	Cula__CULA03G46820	Pa__MA_10436996g0010
OG0007067	CULA07G44430	MA_10428161g0020	Cula__CULA07G44430	Pa__MA_10428161g0020
OG0007072	CULA03G56950	MA_25371g0010	Cula__CULA03G56950	Pa__MA_25371g0010
OG0007075	CULA06G32010	MA_17129g0010	Cula__CULA06G32010	Pa__MA_17129g0010
OG0007082	CULA02G09460	MA_873344g0010	Cula__CULA02G09460	Pa__MA_873344g0010
OG0007085	CULA01G24050	MA_10433644g0010	Cula__CULA01G24050	Pa__MA_10433644g0010
OG0007086	CULA10G17060	MA_10435299g0010	Cula__CULA10G17060	Pa__MA_10435299g0010
OG0007090	CULA03G35650	MA_15423g0020	Cula__CULA03G35650	Pa__MA_15423g0020
OG0007096	CULA11G00910	MA_106842g0010	Cula__CULA11G00910	Pa__MA_106842g0010
OG0007103	CULA09G02250	MA_10436990g0010	Cula__CULA09G02250	Pa__MA_10436990g0010
OG0007110	CULA10G46090	MA_10433024g0010	Cula__CULA10G46090	Pa__MA_10433024g0010
OG0007111	CULA05G39470	MA_89272g0010	Cula__CULA05G39470	Pa__MA_89272g0010
OG0007112	CULA03G00020	MA_10426235g0010	Cula__CULA03G00020	Pa__MA_10426235g0010
OG0007115	CULA03G71860	MA_10436070g0040	Cula__CULA03G71860	Pa__MA_10436070g0040
OG0007119	CULA02G01670	MA_10437266g0010	Cula__CULA02G01670	Pa__MA_10437266g0010
OG0007123	CULA09G36090	MA_10437261g0010	Cula__CULA09G36090	Pa__MA_10437261g0010
OG0007124	CULA08G46620	MA_10426306g0010	Cula__CULA08G46620	Pa__MA_10426306g0010
OG0007141	CULA05G11120	MA_30494g0010	Cula__CULA05G11120	Pa__MA_30494g0010
OG0007142	CULA04G35730	MA_13077g0010	Cula__CULA04G35730	Pa__MA_13077g0010
OG0007144	CULA05G44640	MA_4125493g0010	Cula__CULA05G44640	Pa__MA_4125493g0010
OG0007145	CULA05G50050	MA_6672g0010	Cula__CULA05G50050	Pa__MA_6672g0010
OG0007147	CULA05G28870	MA_10429804g0010	Cula__CULA05G28870	Pa__MA_10429804g0010
OG0007158	CULA11G31900	MA_61352g0010	Cula__CULA11G31900	Pa__MA_61352g0010
OG0007162	CULA05G32200	MA_19731g0010	Cula__CULA05G32200	Pa__MA_19731g0010
OG0007165	CULA04G40290	MA_10437258g0010	Cula__CULA04G40290	Pa__MA_10437258g0010
OG0007166	CULA02G57560	MA_29611g0010	Cula__CULA02G57560	Pa__MA_29611g0010
OG0007172	CULA11G15220	MA_20112g0010	Cula__CULA11G15220	Pa__MA_20112g0010
OG0007174	CULA03G07370	MA_10427715g0010	Cula__CULA03G07370	Pa__MA_10427715g0010
OG0007175	CULA02G21880	MA_124987g0010	Cula__CULA02G21880	Pa__MA_124987g0010
OG0007176	CULA10G20960	MA_10426252g0010	Cula__CULA10G20960	Pa__MA_10426252g0010
OG0007178	CULA03G03400	MA_10431623g0010	Cula__CULA03G03400	Pa__MA_10431623g0010
OG0007179	CULA03G34960	MA_10234710g0010	Cula__CULA03G34960	Pa__MA_10234710g0010
OG0007180	CULA05G41230	MA_6888g0010	Cula__CULA05G41230	Pa__MA_6888g0010
OG0007187	CULA06G31991	MA_958427g0010	Cula__CULA06G31991	Pa__MA_958427g0010
OG0007190	CULA06G41330	MA_164868g0010	Cula__CULA06G41330	Pa__MA_164868g0010
OG0007192	CULA10G46450	MA_10427481g0010	Cula__CULA10G46450	Pa__MA_10427481g0010
OG0007194	CULA02G30400	MA_39587g0010	Cula__CULA02G30400	Pa__MA_39587g0010
OG0007195	CULA09G22110	MA_9561610g0010	Cula__CULA09G22110	Pa__MA_9561610g0010
OG0007199	CULA01G61310	MA_646875g0010	Cula__CULA01G61310	Pa__MA_646875g0010
OG0007202	CULA07G40790	MA_186340g0010	Cula__CULA07G40790	Pa__MA_186340g0010
OG0007207	CULA11G19630	MA_309480g0010	Cula__CULA11G19630	Pa__MA_309480g0010
OG0007208	CULA05G45690	MA_10428418g0010	Cula__CULA05G45690	Pa__MA_10428418g0010
OG0007210	CULA10G37250	MA_10429581g0010	Cula__CULA10G37250	Pa__MA_10429581g0010
OG0007217	CULA07G18900	MA_9262292g0010	Cula__CULA07G18900	Pa__MA_9262292g0010
OG0007224	CULA05G55610	MA_895341g0010	Cula__CULA05G55610	Pa__MA_895341g0010
OG0007225	CULA07G07420	MA_10430520g0010	Cula__CULA07G07420	Pa__MA_10430520g0010
OG0007229	CULA09G29670	MA_10433261g0010	Cula__CULA09G29670	Pa__MA_10433261g0010
OG0007233	CULA11G06350	MA_786978g0010	Cula__CULA11G06350	Pa__MA_786978g0010
OG0007238	CULA04G54310	MA_36317g0010	Cula__CULA04G54310	Pa__MA_36317g0010
OG0007240	CULA04G37300	MA_811036g0010	Cula__CULA04G37300	Pa__MA_811036g0010
OG0007241	CULA04G63110	MA_58836g0010	Cula__CULA04G63110	Pa__MA_58836g0010
OG0007242	CULA01G54330	MA_91155g0010	Cula__CULA01G54330	Pa__MA_91155g0010
OG0007253	CULA05G02610	MA_10270039g0010	Cula__CULA05G02610	Pa__MA_10270039g0010
OG0007258	CULA11G19710	MA_10430016g0010	Cula__CULA11G19710	Pa__MA_10430016g0010
OG0007264	CULA09G01070	MA_12066g0010	Cula__CULA09G01070	Pa__MA_12066g0010
OG0007265	CULA08G43950	MA_103692g0010	Cula__CULA08G43950	Pa__MA_103692g0010
OG0007275	CULA01G43480	MA_122179g0010	Cula__CULA01G43480	Pa__MA_122179g0010
OG0007278	CULA05G00120	MA_109858g0010	Cula__CULA05G00120	Pa__MA_109858g0010
OG0007280	CULA03G36170	MA_29057g0010	Cula__CULA03G36170	Pa__MA_29057g0010
OG0007281	CULA09G11420	MA_368556g0010	Cula__CULA09G11420	Pa__MA_368556g0010
OG0007284	CULA09G00290	MA_10432209g0010	Cula__CULA09G00290	Pa__MA_10432209g0010
OG0007287	CULA05G52280	MA_10426332g0010	Cula__CULA05G52280	Pa__MA_10426332g0010
OG0007288	CULA03G32490	MA_59109g0010	Cula__CULA03G32490	Pa__MA_59109g0010
OG0007289	CULA09G41600	MA_20462g0010	Cula__CULA09G41600	Pa__MA_20462g0010
OG0007296	CULA06G20260	MA_10239279g0010	Cula__CULA06G20260	Pa__MA_10239279g0010
OG0007297	CULA02G35990	MA_10428814g0010	Cula__CULA02G35990	Pa__MA_10428814g0010
OG0007299	CULA04G43610	MA_17859g0010	Cula__CULA04G43610	Pa__MA_17859g0010
OG0007300	CULA04G49060	MA_10436095g0010	Cula__CULA04G49060	Pa__MA_10436095g0010
OG0007303	CULA06G29550	MA_10430793g0020	Cula__CULA06G29550	Pa__MA_10430793g0020
OG0007304	CULA08G16580	MA_57254g0010	Cula__CULA08G16580	Pa__MA_57254g0010
OG0007307	CULA09G23490	MA_10433291g0020	Cula__CULA09G23490	Pa__MA_10433291g0020
OG0007308	CULA10G02190	MA_39898g0010	Cula__CULA10G02190	Pa__MA_39898g0010
OG0007310	CULA10G39950	MA_10426984g0010	Cula__CULA10G39950	Pa__MA_10426984g0010
OG0007311	CULA07G29120	MA_76465g0010	Cula__CULA07G29120	Pa__MA_76465g0010
OG0007312	CULA05G28610	MA_83939g0010	Cula__CULA05G28610	Pa__MA_83939g0010
OG0007322	CULA03G33160	MA_10433838g0010	Cula__CULA03G33160	Pa__MA_10433838g0010
OG0007324	CULA11G24710	MA_9020289g0010	Cula__CULA11G24710	Pa__MA_9020289g0010
OG0007328	CULA05G25630	MA_71283g0010	Cula__CULA05G25630	Pa__MA_71283g0010
OG0007331	CULA09G00710	MA_10436947g0010	Cula__CULA09G00710	Pa__MA_10436947g0010
OG0007334	CULA03G03120	MA_10430198g0010	Cula__CULA03G03120	Pa__MA_10430198g0010
OG0007340	CULA11G12910	MA_10427446g0010	Cula__CULA11G12910	Pa__MA_10427446g0010
OG0007350	CULA03G71520	MA_10430492g0020	Cula__CULA03G71520	Pa__MA_10430492g0020
OG0007353	CULA08G35080	MA_901813g0010	Cula__CULA08G35080	Pa__MA_901813g0010
OG0007360	CULA11G34030	MA_64997g0010	Cula__CULA11G34030	Pa__MA_64997g0010
OG0007366	CULA08G17090	MA_10426600g0010	Cula__CULA08G17090	Pa__MA_10426600g0010
OG0007367	CULA11G17870	MA_58210g0010	Cula__CULA11G17870	Pa__MA_58210g0010
OG0007369	CULA08G31470	MA_10434897g0010	Cula__CULA08G31470	Pa__MA_10434897g0010
OG0007387	CULA05G22130	MA_103548g0010	Cula__CULA05G22130	Pa__MA_103548g0010
OG0007388	CULA04G27150	MA_244623g0010	Cula__CULA04G27150	Pa__MA_244623g0010
OG0007393	CULA08G26920	MA_10434675g0010	Cula__CULA08G26920	Pa__MA_10434675g0010
OG0007396	CULA06G34130	MA_10436627g0010	Cula__CULA06G34130	Pa__MA_10436627g0010
OG0007397	CULA02G38270	MA_10430213g0010	Cula__CULA02G38270	Pa__MA_10430213g0010
OG0007399	CULA08G40660	MA_107468g0010	Cula__CULA08G40660	Pa__MA_107468g0010
OG0007413	CULA06G55880	MA_698430g0010	Cula__CULA06G55880	Pa__MA_698430g0010
OG0007415	CULA07G04950	MA_6118895g0010	Cula__CULA07G04950	Pa__MA_6118895g0010
OG0007419	CULA02G33830	MA_16939g0010	Cula__CULA02G33830	Pa__MA_16939g0010
OG0007424	CULA02G69270	MA_10430565g0020	Cula__CULA02G69270	Pa__MA_10430565g0020
OG0007426	CULA07G14950	MA_10036772g0010	Cula__CULA07G14950	Pa__MA_10036772g0010
OG0007428	CULA09G05400	MA_10436992g0010	Cula__CULA09G05400	Pa__MA_10436992g0010
OG0007430	CULA03G07390	MA_30519g0010	Cula__CULA03G07390	Pa__MA_30519g0010
OG0007440	CULA01G68800	MA_10430819g0010	Cula__CULA01G68800	Pa__MA_10430819g0010
OG0007442	CULA11G24760	MA_464684g0010	Cula__CULA11G24760	Pa__MA_464684g0010
OG0007446	CULA02G33060	MA_10432972g0030	Cula__CULA02G33060	Pa__MA_10432972g0030
OG0007449	CULA09G41000	MA_934713g0010	Cula__CULA09G41000	Pa__MA_934713g0010
OG0007451	CULA01G47230	MA_363538g0010	Cula__CULA01G47230	Pa__MA_363538g0010
OG0007459	CULA05G01010	MA_929730g0010	Cula__CULA05G01010	Pa__MA_929730g0010
OG0007461	CULA04G07190	MA_10431500g0010	Cula__CULA04G07190	Pa__MA_10431500g0010
OG0007463	CULA07G47010	MA_466601g0010	Cula__CULA07G47010	Pa__MA_466601g0010
OG0007475	CULA08G26260	MA_678005g0010	Cula__CULA08G26260	Pa__MA_678005g0010
OG0007477	CULA03G08450	MA_18947g0010	Cula__CULA03G08450	Pa__MA_18947g0010
OG0007478	CULA03G09820	MA_94821g0010	Cula__CULA03G09820	Pa__MA_94821g0010
OG0007479	CULA03G25960	MA_38431g0020	Cula__CULA03G25960	Pa__MA_38431g0020
OG0007480	CULA04G47430	MA_88596g0010	Cula__CULA04G47430	Pa__MA_88596g0010
OG0007484	CULA09G13540	MA_10431559g0010	Cula__CULA09G13540	Pa__MA_10431559g0010
OG0007493	CULA05G33140	MA_77432g0010	Cula__CULA05G33140	Pa__MA_77432g0010
OG0007497	CULA04G07830	MA_10435460g0010	Cula__CULA04G07830	Pa__MA_10435460g0010
OG0007502	CULA11G33370	MA_72005g0010	Cula__CULA11G33370	Pa__MA_72005g0010
OG0007504	CULA04G61080	MA_10432334g0010	Cula__CULA04G61080	Pa__MA_10432334g0010
OG0007507	CULA07G07940	MA_196645g0010	Cula__CULA07G07940	Pa__MA_196645g0010
OG0007508	CULA01G79600	MA_10429887g0020	Cula__CULA01G79600	Pa__MA_10429887g0020
OG0007510	CULA09G29240	MA_10435313g0010	Cula__CULA09G29240	Pa__MA_10435313g0010
OG0007512	CULA01G55450	MA_10434044g0010	Cula__CULA01G55450	Pa__MA_10434044g0010
OG0007517	CULA06G06180	MA_8864122g0010	Cula__CULA06G06180	Pa__MA_8864122g0010
OG0007526	CULA02G08400	MA_9597965g0010	Cula__CULA02G08400	Pa__MA_9597965g0010
OG0007530	CULA02G19540	MA_183042g0010	Cula__CULA02G19540	Pa__MA_183042g0010
OG0007536	CULA01G64580	MA_62279g0010	Cula__CULA01G64580	Pa__MA_62279g0010
OG0007538	CULA10G21330	MA_289035g0010	Cula__CULA10G21330	Pa__MA_289035g0010
OG0007549	CULA04G34710	MA_10434052g0010	Cula__CULA04G34710	Pa__MA_10434052g0010
OG0007555	CULA01G54280	MA_10432595g0010	Cula__CULA01G54280	Pa__MA_10432595g0010
OG0007558	CULA03G63680	MA_17979g0010	Cula__CULA03G63680	Pa__MA_17979g0010
OG0007602	CULA05G28140	MA_8858201g0010	Cula__CULA05G28140	Pa__MA_8858201g0010
OG0007671	CULA01G67890	MA_19749g0020	Cula__CULA01G67890	Pa__MA_19749g0020
OG0007676	CULA10G06500	MA_45223g0010	Cula__CULA10G06500	Pa__MA_45223g0010
OG0007683	CULA01G77610	MA_10605g0020	Cula__CULA01G77610	Pa__MA_10605g0020
OG0007691	CULA06G28620	MA_10429541g0010	Cula__CULA06G28620	Pa__MA_10429541g0010
OG0007697	CULA09G07520	MA_948726g0010	Cula__CULA09G07520	Pa__MA_948726g0010
OG0007701	CULA04G59990	MA_10429177g0010	Cula__CULA04G59990	Pa__MA_10429177g0010
OG0007705	CULA05G47920	MA_10434479g0010	Cula__CULA05G47920	Pa__MA_10434479g0010
OG0007706	CULA04G52490	MA_210389g0010	Cula__CULA04G52490	Pa__MA_210389g0010
OG0007711	CULA02G57880	MA_8847125g0010	Cula__CULA02G57880	Pa__MA_8847125g0010
OG0007713	CULA05G27240	MA_3634858g0010	Cula__CULA05G27240	Pa__MA_3634858g0010
OG0007719	CULA01G29120	MA_10430522g0010	Cula__CULA01G29120	Pa__MA_10430522g0010
OG0007722	CULA05G50380	MA_10434825g0010	Cula__CULA05G50380	Pa__MA_10434825g0010
OG0007723	CULA10G05450	MA_10430207g0010	Cula__CULA10G05450	Pa__MA_10430207g0010
OG0007726	CULA07G51540	MA_721956g0010	Cula__CULA07G51540	Pa__MA_721956g0010
OG0007733	CULA05G40860	MA_395g0010	Cula__CULA05G40860	Pa__MA_395g0010
OG0007734	CULA01G30010	MA_158513g0010	Cula__CULA01G30010	Pa__MA_158513g0010
OG0007736	CULA04G39920	MA_93471g0010	Cula__CULA04G39920	Pa__MA_93471g0010
OG0007751	CULA10G34690	MA_68372g0010	Cula__CULA10G34690	Pa__MA_68372g0010
OG0007754	CULA02G39260	MA_190618g0010	Cula__CULA02G39260	Pa__MA_190618g0010
OG0007755	CULA11G33340	MA_10432685g0010	Cula__CULA11G33340	Pa__MA_10432685g0010
OG0007756	CULA08G36620	MA_10426158g0010	Cula__CULA08G36620	Pa__MA_10426158g0010
OG0007758	CULA02G70040	MA_137427g0010	Cula__CULA02G70040	Pa__MA_137427g0010
OG0007763	CULA01G81390	MA_12191g0010	Cula__CULA01G81390	Pa__MA_12191g0010
OG0007765	CULA01G85810	MA_36244g0010	Cula__CULA01G85810	Pa__MA_36244g0010
OG0007767	CULA06G50880	MA_215195g0010	Cula__CULA06G50880	Pa__MA_215195g0010
OG0007768	CULA11G28760	MA_10435520g0010	Cula__CULA11G28760	Pa__MA_10435520g0010
OG0007772	CULA03G74140	MA_10426753g0020	Cula__CULA03G74140	Pa__MA_10426753g0020
OG0007774	CULA07G49650	MA_10436705g0010	Cula__CULA07G49650	Pa__MA_10436705g0010
OG0007777	CULA01G86630	MA_698612g0010	Cula__CULA01G86630	Pa__MA_698612g0010
OG0007779	CULA02G39050	MA_10430679g0010	Cula__CULA02G39050	Pa__MA_10430679g0010
OG0007786	CULA05G54530	MA_131998g0010	Cula__CULA05G54530	Pa__MA_131998g0010
OG0007793	CULA09G38630	MA_10431749g0030	Cula__CULA09G38630	Pa__MA_10431749g0030
OG0007795	CULA06G33680	MA_130768g0010	Cula__CULA06G33680	Pa__MA_130768g0010
OG0007796	CULA05G44390	MA_10157g0010	Cula__CULA05G44390	Pa__MA_10157g0010
OG0007800	CULA09G26470	MA_818610g0010	Cula__CULA09G26470	Pa__MA_818610g0010
OG0007801	CULA10G24120	MA_464212g0010	Cula__CULA10G24120	Pa__MA_464212g0010
OG0007803	CULA11G30790	MA_3719g0010	Cula__CULA11G30790	Pa__MA_3719g0010
OG0007821	CULA05G01410	MA_117189g0010	Cula__CULA05G01410	Pa__MA_117189g0010
OG0007832	CULA04G61860	MA_10388060g0010	Cula__CULA04G61860	Pa__MA_10388060g0010
OG0007844	CULA03G34600	MA_29271g0010	Cula__CULA03G34600	Pa__MA_29271g0010
